gene_id	n	annotation_id	gene_length	p	size	dn	ds	dn_ds	locus_tag	pos	gene_id_prokka	bonferroni	fdr	holm
alr	3	IMFOIEKC_03796	1176	0.22838013490333153	3	3	2	1.5	IMFOIEKC_03796:alr	4.075348	alr	1	0.43036891878583305	1
alsS	1	IMFOIEKC_04351	1647	0.9001503897610104	4	1	4	0.25	IMFOIEKC_04351:alsS	4.638521	alsS	1	0.9041740505070684	1
amhM	2	IMFOIEKC_03628	483	0.14740311751399385	2	2	1	2	IMFOIEKC_03628:amhM	3.892638	amhM	1	0.3288866721269678	1
amiA2_2~~~amiA2_1~~~amiA2	5	IMFOIEKC_02358	1512	0.0636478387322606	5	5	2	2.5	IMFOIEKC_02358:amiA2	2.534189	amiA2	1	0.21484560155760926	1
amiB2_1~~~amiB2	4	IMFOIEKC_02836	1386	0.1320337154449494	6	4	4	1	IMFOIEKC_02836:amiB2	3.08007	amiB2	1	0.310911728136086	1
amiC	6	IMFOIEKC_02050	1419	0.01603281213193691	6	6	1	6	IMFOIEKC_02050:amiC	2.203462	amiC	1	0.10596476253586873	1
amt	4	IMFOIEKC_00901	1434	0.14398097864687043	3	4	0	Inf	IMFOIEKC_00901:amt	0.896632	amt	1	0.3247274476858211	1
amt_1~~~nrgA	4	IMFOIEKC_01358	1278	0.10676787597671605	4	4	2	2	IMFOIEKC_01358:nrgA	1.442669	nrgA	1	0.2798767899024898	1
ansA	2	IMFOIEKC_01216	957	0.38686229260653304	4	2	2	1	IMFOIEKC_01216:ansA	1.262934	ansA	1	0.5477357212151903	1
aofH_1~~~aofH~~~aofH_3	7	IMFOIEKC_00630	1347	0.003296242526356812	8	7	5	1.4	IMFOIEKC_00630:aofH	0.627761	aofH	1	0.05515946270169431	1
apeB	3	IMFOIEKC_03469	1311	0.27851018657646154	4	3	2	1.5	IMFOIEKC_03469:apeB	3.731263	apeB	1	0.4766025387586082	1
apeX	5	IMFOIEKC_00804	2064	0.1661939190504855	7	5	5	1	IMFOIEKC_00804:apeX	0.794622	apeX	1	0.3575528696768816	1
araQ_1	2	IMFOIEKC_01748	843	0.3298875233305333	4	2	2	1	IMFOIEKC_01748:araQ_1	1.878246	araQ	1	0.5137753209890384	1
araQ_2	1	IMFOIEKC_02306	828	0.6859931222026096	2	1	1	1	IMFOIEKC_02306:araQ_2	2.475163	araQ	1	0.7556492865719222	1
arcA	3	IMFOIEKC_03134	1242	0.2527099986230236	3	3	1	3	IMFOIEKC_03134:arcA	3.406424	arcA	1	0.4506948161383403	1
argA	1	IMFOIEKC_01952	543	0.5321634377062043	1	1	0	Inf	IMFOIEKC_01952:argA	2.099264	argA	1	0.6596478230983919	1
argB	3	IMFOIEKC_01332	888	0.12980794671024018	3	3	2	1.5	IMFOIEKC_01332:argB	1.39926	argB	1	0.3070494739476809	1
argC	2	IMFOIEKC_01330	1044	0.42887375603435507	3	2	1	2	IMFOIEKC_01330:argC	1.397009	argC	1	0.5825720364784461	1
argD	1	IMFOIEKC_01333	1230	0.8210632777054219	3	1	2	0.5	IMFOIEKC_01333:argD	1.400242	argD	1	0.8408414946813989	1
argF	2	IMFOIEKC_01334	930	0.37354334500887854	2	2	2	1	IMFOIEKC_01334:argF	1.401468	argF	1	0.5370966011873546	1
argG_1~~~argG	2	IMFOIEKC_01336	1197	0.4988117149620437	3	2	1	2	IMFOIEKC_01336:argG	1.402916	argG	1	0.6337890368621121	1
argH	2	IMFOIEKC_01337	1419	0.5899534515432208	3	2	1	2	IMFOIEKC_01337:argH	1.404147	argH	1	0.7009039118410018	1
argJ	7	IMFOIEKC_01331	1215	0.0018734768640162485	8	7	3	2.3333333333333335	IMFOIEKC_01331:argJ	1.398049	argJ	1	0.038783143617449556	1
argP	2	IMFOIEKC_00394	852	0.3344487713232718	3	2	1	2	IMFOIEKC_00394:argP	0.403636	argP	1	0.5172939206406161	1
argS	2	IMFOIEKC_02793	1653	0.6720143969039587	4	2	3	0.6666666666666666	IMFOIEKC_02793:argS	3.034509	argS	1	0.7496131273890028	1
aroB	2	IMFOIEKC_01046	1098	0.4541703530816582	4	2	2	1	IMFOIEKC_01046:aroB	1.037273	aroB	1	0.6023692794244927	1
aroC	6	IMFOIEKC_01044	1215	0.007993784436427724	7	6	3	2	IMFOIEKC_01044:aroC	1.035532	aroC	1	0.07353346735965387	1
aroE_2~~~ydiB	5	IMFOIEKC_01034	783	0.0053421900247730735	4	5	0	Inf	IMFOIEKC_01034:aroE	1.024535	aroE	1	0.061788712565941505	1
aroK	1	IMFOIEKC_01045	531	0.5242433181600806	2	1	1	1	IMFOIEKC_01045:aroK	1.036746	aroK	1	0.6518851695381872	1
aroQ	2	IMFOIEKC_01047	432	0.12333634492697443	2	2	0	Inf	IMFOIEKC_01047:aroQ	1.038367	aroQ	1	0.30083267803431135	1
arpA_2	4	IMFOIEKC_03109	678	0.015991461249724993	4	4	0	Inf	IMFOIEKC_03109:arpA_2	3.374872	arpA	1	0.10596476253586873	1
arsB	2	IMFOIEKC_00494	1242	0.5183134187114034	3	2	3	0.6666666666666666	IMFOIEKC_00494:arsB	0.49695	arsB	1	0.6465559140626784	1
arsC_1~~~arsC_3	1	IMFOIEKC_03093	348	0.3854338543958038	1	1	0	Inf	IMFOIEKC_03093:arsC	3.359481	arsC	1	0.5471908420258117	1
asd_2~~~asd_1~~~asd	1	IMFOIEKC_00123	987	0.7486164250701417	3	1	4	0.25	IMFOIEKC_00123:asd	0.123347	asd	1	0.7919123312947766	1
ask	5	IMFOIEKC_00124	1266	0.03435296620419681	5	5	2	2.5	IMFOIEKC_00124:ask	0.124382	ask	1	0.1535148177250045	1
asnB_4~~~asnB_2	4	IMFOIEKC_01399	1740	0.22845393972420253	4	4	3	1.3333333333333333	IMFOIEKC_01399:asnB_1	1.50349	asnB	1	0.43036891878583305	1
asnC	1	IMFOIEKC_02310	447	0.46491835428225703	1	1	0	Inf	IMFOIEKC_02310:asnC	2.481037	asnC	1	0.6092980886285484	1
aspC_1	9	IMFOIEKC_00513	1167	5.285762151703095e-5	6	9	1	9	IMFOIEKC_00513:aspC_1	0.514617	aspC	0.08314503864628968	0.004376054665594193	0.08219360145898312
aspC~~~aspC_1~~~aspC_4	4	IMFOIEKC_04237	1245	0.09952700273183698	4	4	1	4	IMFOIEKC_04237:aspC_2	4.514955	aspC	1	0.2685351205783526	1
aspS_2~~~aspS	4	IMFOIEKC_01019	1776	0.2391277093825938	4	4	2	2	IMFOIEKC_01019:aspS	1.007529	aspS	1	0.43942510147058417	1
atpA_2~~~atpA	4	IMFOIEKC_02777	1665	0.20663017758306676	4	4	2	2	IMFOIEKC_02777:atpA	3.017799	atpA	1	0.40730484879469175	1
atpD	2	IMFOIEKC_02775	1458	0.6046295107525467	4	2	5	0.4	IMFOIEKC_02775:atpD	3.015392	atpD	1	0.7102684515505729	1
atpFH	3	IMFOIEKC_02778	1341	0.28980687495849516	3	3	1	3	IMFOIEKC_02778:atpFH	3.019531	atpFH	1	0.4829091253280857	1
atpF_2~~~atpF	2	IMFOIEKC_02779	534	0.17231238560145767	2	2	0	Inf	IMFOIEKC_02779:atpF	3.020879	atpF	1	0.3662802466906661	1
atpG	1	IMFOIEKC_02776	915	0.7219766199997245	1	1	0	Inf	IMFOIEKC_02776:atpG	3.016878	atpG	1	0.7741439831353556	1
atpH	1	IMFOIEKC_02780	255	0.300042223387061	1	1	0	Inf	IMFOIEKC_02780:atpH	3.021422	atpH	1	0.492144335128099	1
bacA	3	IMFOIEKC_01510	1920	0.5029414583239975	4	3	3	1	IMFOIEKC_01510:bacA	1.633376	bacA	1	0.6358373016126895	1
bacC_1	1	IMFOIEKC_00589	792	0.6697739185766597	3	1	2	0.5	IMFOIEKC_00589:bacC_2	0.588245	bacC	1	0.7477319900078678	1
bacC_2~~~bacC_4	3	IMFOIEKC_00935	801	0.10376049723438635	4	3	1	3	IMFOIEKC_00935:bacC_3	0.927988	bacC	1	0.2761679562600503	1
bacC_3~~~bacC_8	4	IMFOIEKC_01406	783	0.025402548159165046	4	4	1	4	IMFOIEKC_01406:bacC_4	1.520844	bacC	1	0.1297344423843072	1
bacG~~~fabG_2	1	IMFOIEKC_02710	798	0.672534160038594	1	1	0	Inf	IMFOIEKC_02710:fabG_9	2.945223	fabG	1	0.7496131273890028	1
baeB	4	IMFOIEKC_03954	714	0.0189182624735658	4	4	1	4	IMFOIEKC_03954:baeB	4.224595	baeB	1	0.11445548796507309	1
baiA_1~~~baiA_2	1	IMFOIEKC_03602	750	0.6497896718090892	1	1	0	Inf	IMFOIEKC_03602:baiA_4	3.868334	baiA	1	0.7374597068944425	1
baiA_2~~~baiA_1~~~fabG_11~~~fabG2_5	2	IMFOIEKC_01451	891	0.35410134626776724	2	2	1	2	IMFOIEKC_01451:baiA_1	1.567227	baiA	1	0.5264663683168223	1
baiB	3	IMFOIEKC_02663	1497	0.3488147238864995	6	3	3	1	IMFOIEKC_02663:baiB	2.890554	baiB	1	0.5234745603619371	1
baiE	2	IMFOIEKC_04270	480	0.14596170651951076	2	2	0	Inf	IMFOIEKC_04270:baiE	4.547827	baiE	1	0.3267648210466833	1
bauC	3	IMFOIEKC_03839	1521	0.35787534694670253	5	3	2	1.5	IMFOIEKC_03839:bauC	4.117939	bauC	1	0.528363341372144	1
bbsG_1~~~bbsG_3~~~bbsG_2	3	IMFOIEKC_00759	1227	0.2471455601046303	6	3	4	0.75	IMFOIEKC_00759:bbsG_2	0.747186	bbsG	1	0.44857916977681334	1
bbsG_2~~~bbsG_3	3	IMFOIEKC_00205	1284	0.26837947923137256	3	3	2	1.5	IMFOIEKC_00205:bbsG_1	0.20409	bbsG	1	0.46455072306127476	1
bbsG_3~~~bbsG_1	4	IMFOIEKC_04523	1350	0.12335478533511177	5	4	3	1.3333333333333333	IMFOIEKC_04523:bbsG_3	4.822691	bbsG	1	0.30083267803431135	1
bbsG_4~~~bbsG_3~~~caiA_8~~~caiA_6	1	IMFOIEKC_04471	1245	0.8247790394371078	2	1	1	1	IMFOIEKC_04471:caiA_6	4.770106	caiA	1	0.844097221232642	1
bcp	3	IMFOIEKC_02639	495	0.033233801481979706	2	3	0	Inf	IMFOIEKC_02639:bcp	2.857433	bcp	1	0.1502206026757301	1
betA_1~~~betA_2~~~betA_3	3	IMFOIEKC_03897	1341	0.28980687495849516	6	3	3	1	IMFOIEKC_03897:betA_1	4.167598	betA	1	0.4829091253280857	1
betA_2	5	IMFOIEKC_04396	1233	0.031225860155350043	5	5	1	5	IMFOIEKC_04396:betA_2	4.692813	betA	1	0.14501241786313968	1
betB_4~~~styD_2	3	IMFOIEKC_02296	1407	0.31475468168388177	3	3	2	1.5	IMFOIEKC_02296:styD_2	2.465443	styD	1	0.5046983835767034	1
betI_11~~~betI_4	3	IMFOIEKC_03582	687	0.07328476138503882	3	3	0	Inf	IMFOIEKC_03582:betI_5	3.850739	betI	1	0.23288268617912336	1
betI_2	2	IMFOIEKC_04190	663	0.23759837718542495	2	2	0	Inf	IMFOIEKC_04190:betI_6	4.460494	betI	1	0.4381503485494413	1
betI_3	1	IMFOIEKC_04335	648	0.5960754845194262	2	1	1	1	IMFOIEKC_04335:betI_8	4.618998	betI	1	0.7042238044814415	1
betI_6	2	IMFOIEKC_02987	1290	0.5385484268874365	2	2	1	2	IMFOIEKC_02987:betI_4	3.252005	betI	1	0.6613088801670084	1
betI_6~~~betI_8	3	IMFOIEKC_02920	603	0.05389085020660558	3	3	0	Inf	IMFOIEKC_02920:betI_3	3.174718	betI	1	0.19271883650491806	1
betI_9	4	IMFOIEKC_04269	621	0.01197110241740331	4	4	1	4	IMFOIEKC_04269:betI_7	4.547202	betI	1	0.09222142950009272	1
bioA_1~~~bioA	3	IMFOIEKC_01243	1317	0.280766467386077	3	3	1	3	IMFOIEKC_01243:bioA	1.293816	bioA	1	0.4780272552834922	1
bioB	5	IMFOIEKC_01253	1038	0.016411530286002445	5	5	1	5	IMFOIEKC_01253:bioB	1.30521	bioB	1	0.10697821275629629	1
bioD	2	IMFOIEKC_01245	708	0.26073342982476205	3	2	2	1	IMFOIEKC_01245:bioD	1.29626	bioD	1	0.4562109956778095	1
bioF1_2~~~bioF1	3	IMFOIEKC_01244	1146	0.21747145888921351	5	3	4	0.75	IMFOIEKC_01244:bioF1	1.295137	bioF1	1	0.4195377428889112	1
birA~~~birA_2	2	IMFOIEKC_03676	825	0.32073931852472537	2	2	0	Inf	IMFOIEKC_03676:birA	3.94596	birA	1	0.5070582392355709	1
bkdA	3	IMFOIEKC_02617	1092	0.1981293423639767	3	3	2	1.5	IMFOIEKC_02617:bkdA	2.834181	bkdA	1	0.3990492388457559	1
bkdB	3	IMFOIEKC_02616	1056	0.18547784053900468	5	3	3	1	IMFOIEKC_02616:bkdB	2.833122	bkdB	1	0.38439610430547344	1
bkdC	4	IMFOIEKC_02615	1167	0.08336879828236325	4	4	3	1.3333333333333333	IMFOIEKC_02615:bkdC	2.831959	bkdC	1	0.24978879942506171	1
blaI	2	IMFOIEKC_01536	420	0.11782358094130557	2	2	0	Inf	IMFOIEKC_01536:blaI	1.665976	blaI	1	0.29418490923916457	1
bluB_1	2	IMFOIEKC_03322	651	0.23144399440508512	5	2	3	0.6666666666666666	IMFOIEKC_03322:bluB_1	3.595972	bluB	1	0.43229080808822495	1
bluB_1~~~bluB_2	4	IMFOIEKC_04275	660	0.014641936060716731	4	4	0	Inf	IMFOIEKC_04275:bluB_2	4.550578	bluB	1	0.10191046647569654	1
bphA	2	IMFOIEKC_00947	1362	0.5677796477583188	4	2	2	1	IMFOIEKC_00947:bphA	0.936441	bphA	1	0.6841471756136599	1
bphE	2	IMFOIEKC_00946	525	0.16786595455427167	1	2	0	Inf	IMFOIEKC_00946:bphE	0.935932	bphE	1	0.3602362162535735	1
bphF	1	IMFOIEKC_04448	753	0.6512563844812178	2	1	1	1	IMFOIEKC_04448:bphF	4.749983	bphF	1	0.7385914151326285	1
bpoA2	1	IMFOIEKC_04521	837	0.6899218901266628	1	1	0	Inf	IMFOIEKC_04521:bpoA2	4.821248	bpoA2	1	0.7573252848354785	1
bpoC_1	2	IMFOIEKC_00479	756	0.2854251481759359	5	2	4	0.5	IMFOIEKC_00479:bpoC_1	0.481163	bpoC	1	0.4801858375195157	1
bpoC_2	2	IMFOIEKC_04011	786	0.3008183969611967	4	2	3	0.6666666666666666	IMFOIEKC_04011:bpoC_2	4.289659	bpoC	1	0.49290347752079416	1
btuD_1~~~btuD_2~~~btuD	6	IMFOIEKC_02314	2313	0.10952934857970714	8	6	5	1.2	IMFOIEKC_02314:btuD_2	2.48506	btuD	1	0.28278911418087527	1
btuD_2~~~nrtC_1	2	IMFOIEKC_01063	738	0.27617079688838375	3	2	1	2	IMFOIEKC_01063:nrtC	1.052185	nrtC	1	0.47322076634578175	1
btuD_5~~~ftsE	1	IMFOIEKC_00687	690	0.6191248538356697	1	1	0	Inf	IMFOIEKC_00687:ftsE	0.686291	ftsE	1	0.7150392034386993	1
btuR	2	IMFOIEKC_02013	615	0.2130500953267255	3	2	1	2	IMFOIEKC_02013:btuR	2.1654	btuR	1	0.41373802462832004	1
caeA_1~~~caeA	5	IMFOIEKC_02181	1557	0.07015791976391958	9	5	8	0.625	IMFOIEKC_02181:caeA	2.340109	caeA	1	0.22742444300048653	1
caeB	1	IMFOIEKC_02180	1569	0.888638220230023	5	1	4	0.25	IMFOIEKC_02180:caeB	2.33839	caeB	1	0.8954695198089854	1
caiA_3~~~caiA_4	7	IMFOIEKC_00247	1770	0.013534831646604734	8	7	4	1.75	IMFOIEKC_00247:caiA_1	0.247936	caiA	1	0.09721593689547602	1
caiA_4	2	IMFOIEKC_00515	945	0.3809578347015248	2	2	0	Inf	IMFOIEKC_00515:caiA_3	0.516736	caiA	1	0.5442749082520422	1
caiA_7~~~caiA_3	3	IMFOIEKC_02702	1194	0.23497382723131024	2	3	1	3	IMFOIEKC_02702:caiA_5	2.936778	caiA	1	0.43535197907520734	1
caiA_8	4	IMFOIEKC_00672	1392	0.13350408590304688	5	4	2	2	IMFOIEKC_00672:caiA_4	0.670925	caiA	1	0.3117224066254131	1
caiC	4	IMFOIEKC_02651	1566	0.17883648779542796	5	4	5	0.8	IMFOIEKC_02651:caiC	2.876972	caiC	1	0.37558050107103896	1
