gene_id	n	annotation_id	gene_length	p	size	dn	ds	dn_ds	locus_tag	pos	gene_id_prokka	bonferroni	fdr	holm
aceE	4	IMFOIEKC_02207	2790	0.5715417675086852	5	4	6	0.6666666666666666	IMFOIEKC_02207:aceE	2.363798	aceE	1	0.6880450081440417	1
acg_3~~~acg~~~acg_2	4	IMFOIEKC_01724	999	0.05851303553416111	3	4	1	4	IMFOIEKC_01724:acg_1	1.855297	acg	1	0.20003588720572216	1
ackA	5	IMFOIEKC_04180	1164	0.028332942545670866	5	5	1	5	IMFOIEKC_04180:ackA	4.450375	ackA	1	0.13370869814387584	1
acn	6	IMFOIEKC_01152	2814	0.22437431741491135	6	6	8	0.75	IMFOIEKC_01152:acn	1.149736	acn	1	0.4234897296358087	1
acoA~~~acoA_1	2	IMFOIEKC_01465	993	0.4194425889498361	2	2	0	Inf	IMFOIEKC_01465:acoA	1.582424	acoA	1	0.5708475994688617	1
acoB~~~bkdA2	5	IMFOIEKC_01464	1011	0.016702310199036348	6	5	3	1.6666666666666667	IMFOIEKC_01464:bkdA2	1.581402	bkdA2	1	0.10657020596632098	1
acpM	2	IMFOIEKC_02210	348	0.09085214816186334	2	2	1	2	IMFOIEKC_02210:acpM	2.369322	acpM	1	0.26197515220245476	1
acpS_1~~~acpS	1	IMFOIEKC_02641	393	0.4328129655320219	1	1	0	Inf	IMFOIEKC_02641:acpS	2.859346	acpS	1	0.5830027638277492	1
acr1	6	IMFOIEKC_04019	897	0.0021828957890967435	4	6	0	Inf	IMFOIEKC_04019:acr1	4.298034	acr1	1	0.04018817859169033	1
acrC_1~~~mmgC_5	1	IMFOIEKC_04189	1149	0.8094634034968311	4	1	4	0.25	IMFOIEKC_04189:mmgC_8	4.459341	mmgC	1	0.8354383260713857	1
acrC_3~~~mmgC_10~~~mmgC_8	5	IMFOIEKC_01699	1164	0.028332942545670866	4	5	1	5	IMFOIEKC_01699:mmgC_1	1.828041	mmgC	1	0.13370869814387584	1
acsA~~~acsA_1	2	IMFOIEKC_00057	1953	0.7719715663787786	4	2	5	0.4	IMFOIEKC_00057:acsA	0.06028	acsA	1	0.8094401930723338	1
acyP	1	IMFOIEKC_00898	294	0.34571839715657876	1	1	0	Inf	IMFOIEKC_00898:acyP	0.891048	acyP	1	0.5233930777317658	1
adc	4	IMFOIEKC_01860	804	0.030411675090551635	5	4	1	4	IMFOIEKC_01860:adc	2.018455	adc	1	0.1389240578049547	1
add	5	IMFOIEKC_03720	1101	0.023061910642700984	5	5	2	2.5	IMFOIEKC_03720:add	3.991172	add	1	0.1232053260098195	1
adhA	5	IMFOIEKC_01548	1029	0.01786777102910436	3	5	1	5	IMFOIEKC_01548:adhA	1.677323	adhA	1	0.10999846539792371	1
adhC_2~~~adhC	4	IMFOIEKC_00788	1041	0.06590328743476766	6	4	4	1	IMFOIEKC_00788:adhC	0.778875	adhC	1	0.21807251677314282	1
adk	2	IMFOIEKC_03855	546	0.18684086808809644	2	2	0	Inf	IMFOIEKC_03855:adk	4.134528	adk	1	0.38291444487235365	1
adoK	3	IMFOIEKC_02155	975	0.16815851916286484	4	3	3	1	IMFOIEKC_02155:adoK	2.311029	adoK	1	0.35713650346567416	1
aes_1~~~lipF~~~aes_8~~~aes_3	2	IMFOIEKC_02501	1005	0.4253473591301422	3	2	1	2	IMFOIEKC_02501:aes_3	2.691327	aes	1	0.5758998608153816	1
aftB	12	IMFOIEKC_00256	1983	4.586316904665391e-5	8	12	3	4	IMFOIEKC_00256:aftB	0.264201	aftB	0.07228035441752656	0.005162882458394754	0.07168413321992007
aftC	2	IMFOIEKC_01883	1287	0.5539167246009131	4	2	2	1	IMFOIEKC_01883:aftC	2.036944	aftC	1	0.6730707463153733	1
aftD_2~~~aftD	11	IMFOIEKC_04339	4182	0.04405287331409679	6	11	5	2.2	IMFOIEKC_04339:aftD	4.621536	aftD	1	0.17313548215216096	1
ahcY_1~~~ahcY	10	IMFOIEKC_03639	1491	8.426161492745559e-5	9	10	3	3.3333333333333335	IMFOIEKC_03639:ahcY	3.906322	ahcY	0.13279630512567	0.006323633577412858	0.1311110728271209
ahpC	1	IMFOIEKC_01566	588	0.5719155841806437	2	1	1	1	IMFOIEKC_01566:ahpC	1.699543	ahpC	1	0.6880450081440417	1
aidA_3~~~aidA	2	IMFOIEKC_01713	897	0.3711546922750834	3	2	1	2	IMFOIEKC_01713:aidA	1.84125	aidA	1	0.537628488074937	1
aidB	7	IMFOIEKC_03922	1629	0.010446097913604784	7	7	3	2.3333333333333335	IMFOIEKC_03922:aidB	4.190904	aidB	1	0.08231525155920569	1
alaS_2~~~alaS~~~alaS_1	14	IMFOIEKC_01031	2703	5.870736195211685e-5	10	14	7	2	IMFOIEKC_01031:alaS	1.020066	alaS	0.09252280243653616	0.0055886984490496954	0.0916421920072544
aldH1	2	IMFOIEKC_04474	1422	0.6078405244378978	2	2	1	2	IMFOIEKC_04474:aldH1	4.773115	aldH1	1	0.7132961031378459	1
ald_1	8	IMFOIEKC_04495	1437	0.0013734764860318426	9	8	3	2.6666666666666665	IMFOIEKC_04495:ald_5	4.793223	ald	1	0.03220341344694304	1
ald_4~~~ald_3	6	IMFOIEKC_00614	1470	0.021340777244694336	6	6	2	3	IMFOIEKC_00614:ald_1	0.610731	ald	1	0.11824028531766134	1
ald_5	2	IMFOIEKC_01983	1122	0.481169437114306	3	2	1	2	IMFOIEKC_01983:ald_2	2.131829	ald	1	0.6185342845776071	1
ald_7~~~gbsA~~~ald_5~~~ald_4	1	IMFOIEKC_03312	1542	0.891930112871746	2	1	1	1	IMFOIEKC_03312:ald_4	3.585872	ald	1	0.8999243648437079	1
algC	4	IMFOIEKC_03648	1416	0.15074923693084208	2	4	1	4	IMFOIEKC_03648:algC	3.915575	algC	1	0.33415020731787215	1
alkA	4	IMFOIEKC_02765	1500	0.17368835761359547	3	4	0	Inf	IMFOIEKC_02765:alkA	3.004378	alkA	1	0.3659530101591263	1
alkB	3	IMFOIEKC_03643	1248	0.26958236452711803	3	3	1	3	IMFOIEKC_03643:alkB	3.908926	alkB	1	0.46346288575375777	1
alkF	1	IMFOIEKC_03642	174	0.2220301131644809	1	1	0	Inf	IMFOIEKC_03642:alkF	3.908756	alkF	1	0.42209826097372966	1
alr	3	IMFOIEKC_03796	1176	0.24195070291392218	3	3	2	1.5	IMFOIEKC_03796:alr	4.075348	alr	1	0.442359985837983	1
alsS	1	IMFOIEKC_04351	1647	0.9071233847851312	4	1	4	0.25	IMFOIEKC_04351:alsS	4.638521	alsS	1	0.9105900983575584	1
amhM	2	IMFOIEKC_03628	483	0.1547380557802804	2	2	1	2	IMFOIEKC_03628:amhM	3.892638	amhM	1	0.3378082021441535	1
amiA2_2~~~amiA2_1~~~amiA2	5	IMFOIEKC_02358	1512	0.07053087337550569	5	5	2	2.5	IMFOIEKC_02358:amiA2	2.534189	amiA2	1	0.22746513099938792	1
amiB2_1~~~amiB2	4	IMFOIEKC_02836	1386	0.1428552821464201	6	4	4	1	IMFOIEKC_02836:amiB2	3.08007	amiB2	1	0.3248772361655961	1
amiC	6	IMFOIEKC_02050	1419	0.018339501761626176	6	6	1	6	IMFOIEKC_02050:amiC	2.203462	amiC	1	0.11132786356476608	1
amt	4	IMFOIEKC_00901	1434	0.1555636939554142	3	4	0	Inf	IMFOIEKC_00901:amt	0.896632	amt	1	0.3384840551046684	1
amt_1~~~nrgA	5	IMFOIEKC_01358	1278	0.03967732773056783	5	5	2	2.5	IMFOIEKC_01358:nrgA	1.442669	nrgA	1	0.16241939871006464	1
ansA	2	IMFOIEKC_01216	957	0.40154541295007806	4	2	2	1	IMFOIEKC_01216:ansA	1.262934	ansA	1	0.5560945261944842	1
aofH_1~~~aofH~~~aofH_3	7	IMFOIEKC_00630	1347	0.0038927850417747856	8	7	5	1.4	IMFOIEKC_00630:aofH	0.627761	aofH	1	0.05787763420601002	1
apeB	3	IMFOIEKC_03469	1311	0.29402952749700945	4	3	2	1.5	IMFOIEKC_03469:apeB	3.731263	apeB	1	0.488980944056917	1
apeX	5	IMFOIEKC_00804	2064	0.18108366539741444	7	5	5	1	IMFOIEKC_00804:apeX	0.794622	apeX	1	0.37452474628126664	1
araQ_1	2	IMFOIEKC_01748	843	0.34328423328958396	4	2	2	1	IMFOIEKC_01748:araQ_1	1.878246	araQ	1	0.5217125859830128	1
araQ_2	1	IMFOIEKC_02306	828	0.6972157630526267	2	1	1	1	IMFOIEKC_02306:araQ_2	2.475163	araQ	1	0.7630639184520415	1
arcA	3	IMFOIEKC_03134	1242	0.2672649558720233	3	3	1	3	IMFOIEKC_03134:arcA	3.406424	arcA	1	0.4623595723977045	1
argA	1	IMFOIEKC_01952	543	0.5431972632859939	1	1	0	Inf	IMFOIEKC_01952:argA	2.099264	argA	1	0.6672477684635436	1
argB	3	IMFOIEKC_01332	888	0.13860523969758334	3	3	2	1.5	IMFOIEKC_01332:argB	1.39926	argB	1	0.32020276155514593	1
argC	2	IMFOIEKC_01330	1044	0.4443159520461044	3	2	1	2	IMFOIEKC_01330:argC	1.397009	argC	1	0.5917741969403436	1
argD	2	IMFOIEKC_01333	1230	0.5296194155832904	4	2	2	1	IMFOIEKC_01333:argD	1.400242	argD	1	0.6536258410017742	1
argF	2	IMFOIEKC_01334	930	0.3879519451753979	2	2	2	1	IMFOIEKC_01334:argF	1.401468	argF	1	0.5459038085682385	1
argG_1~~~argG	2	IMFOIEKC_01336	1197	0.5151453783120428	3	2	1	2	IMFOIEKC_01336:argG	1.402916	argG	1	0.6448523560125333	1
argH	2	IMFOIEKC_01337	1419	0.6066979418037394	3	2	1	2	IMFOIEKC_01337:argH	1.404147	argH	1	0.7132961031378459	1
argJ	7	IMFOIEKC_01331	1215	0.0022230896527848936	8	7	3	2.3333333333333335	IMFOIEKC_01331:argJ	1.398049	argJ	1	0.0402711412964252	1
argP	2	IMFOIEKC_00394	852	0.34795917518465824	3	2	1	2	IMFOIEKC_00394:argP	0.403636	argP	1	0.5256517965195111	1
argS	2	IMFOIEKC_02793	1653	0.6883097454110876	4	2	3	0.6666666666666666	IMFOIEKC_02793:argS	3.034509	argS	1	0.7601511051602068	1
aroB	2	IMFOIEKC_01046	1098	0.46998976755146377	4	2	2	1	IMFOIEKC_01046:aroB	1.037273	aroB	1	0.6111418099514083	1
aroC	6	IMFOIEKC_01044	1215	0.009208496895914357	7	6	3	2	IMFOIEKC_01044:aroC	1.035532	aroC	1	0.07802468337613455	1
aroE_2~~~ydiB	5	IMFOIEKC_01034	783	0.006064602254544748	4	5	0	Inf	IMFOIEKC_01034:aroE	1.024535	aroE	1	0.06478822692251415	1
aroK	2	IMFOIEKC_01045	531	0.17910881877612517	3	2	1	2	IMFOIEKC_01045:aroK	1.036746	aroK	1	0.372887052035896	1
aroQ	2	IMFOIEKC_01047	432	0.12964509003038313	2	2	0	Inf	IMFOIEKC_01047:aroQ	1.038367	aroQ	1	0.30954320960942605	1
arpA_2	4	IMFOIEKC_03109	678	0.017686269180968692	4	4	0	Inf	IMFOIEKC_03109:arpA_2	3.374872	arpA	1	0.10979915440856942	1
arsB	3	IMFOIEKC_00494	1242	0.2672649558720233	4	3	3	1	IMFOIEKC_00494:arsB	0.49695	arsB	1	0.4623595723977045	1
arsC_1~~~arsC_3	1	IMFOIEKC_03093	348	0.3947628551771296	1	1	0	Inf	IMFOIEKC_03093:arsC	3.359481	arsC	1	0.5535994546919116	1
asd_2~~~asd_1~~~asd	1	IMFOIEKC_00123	987	0.7592890712411158	3	1	4	0.25	IMFOIEKC_00123:asd	0.123347	asd	1	0.8009635718045506	1
ask	5	IMFOIEKC_00124	1266	0.03837107911698955	5	5	2	2.5	IMFOIEKC_00124:ask	0.124382	ask	1	0.16012626337494823	1
asnB_4~~~asnB_2	4	IMFOIEKC_01399	1740	0.24470812132435474	4	4	3	1.3333333333333333	IMFOIEKC_01399:asnB_1	1.50349	asnB	1	0.4439955482251392	1
asnC	1	IMFOIEKC_02310	447	0.47532888005701374	1	1	0	Inf	IMFOIEKC_02310:asnC	2.481037	asnC	1	0.6140314057129947	1
aspC_1	9	IMFOIEKC_00513	1167	6.672902348173474e-5	6	9	1	9	IMFOIEKC_00513:aspC_1	0.514617	aspC	0.10516494100721395	0.0055886984490496954	0.10403054760802445
aspC~~~aspC_1~~~aspC_4	4	IMFOIEKC_04237	1245	0.1081356402302396	4	4	1	4	IMFOIEKC_04237:aspC_2	4.514955	aspC	1	0.2834989312773221	1
aspS_2~~~aspS	4	IMFOIEKC_01019	1776	0.25588960971244684	4	4	2	2	IMFOIEKC_01019:aspS	1.007529	aspS	1	0.4546584271779213	1
atpA_2~~~atpA	4	IMFOIEKC_02777	1665	0.22179056018582796	4	4	2	2	IMFOIEKC_02777:atpA	3.017799	atpA	1	0.42209826097372966	1
atpD	2	IMFOIEKC_02775	1458	0.621354161472629	4	2	5	0.4	IMFOIEKC_02775:atpD	3.015392	atpD	1	0.7221638336879522	1
atpFH	4	IMFOIEKC_02778	1341	0.13133361964958126	4	4	1	4	IMFOIEKC_02778:atpFH	3.019531	atpFH	1	0.3109606195907934	1
atpF_2~~~atpF	2	IMFOIEKC_02779	534	0.18065134024913784	2	2	0	Inf	IMFOIEKC_02779:atpF	3.020879	atpF	1	0.37452474628126664	1
atpG	1	IMFOIEKC_02776	915	0.7329364268187668	1	1	0	Inf	IMFOIEKC_02776:atpG	3.016878	atpG	1	0.7820635129765583	1
atpH	1	IMFOIEKC_02780	255	0.30784384649033464	1	1	0	Inf	IMFOIEKC_02780:atpH	3.021422	atpH	1	0.49658331839177833	1
bacA	4	IMFOIEKC_01510	1920	0.30148428020187373	5	4	3	1.3333333333333333	IMFOIEKC_01510:bacA	1.633376	bacA	1	0.49339483447367916	1
bacC_1	1	IMFOIEKC_00589	792	0.6810719736539147	3	1	2	0.5	IMFOIEKC_00589:bacC_2	0.588245	bacC	1	0.7574943052071769	1
bacC_2~~~bacC_4	3	IMFOIEKC_00935	801	0.11106682845366066	4	3	1	3	IMFOIEKC_00935:bacC_3	0.927988	bacC	1	0.2877180542979801	1
bacC_3~~~bacC_8	5	IMFOIEKC_01406	783	0.006064602254544748	5	5	1	5	IMFOIEKC_01406:bacC_4	1.520844	bacC	1	0.06478822692251415	1
bacG~~~fabG_2	1	IMFOIEKC_02710	798	0.6838211748433451	1	1	0	Inf	IMFOIEKC_02710:fabG_9	2.945223	fabG	1	0.7592965360241478	1
baeB	4	IMFOIEKC_03954	714	0.02089876399445968	4	4	1	4	IMFOIEKC_03954:baeB	4.224595	baeB	1	0.11824028531766134	1
baiA_1~~~baiA_2	1	IMFOIEKC_03602	750	0.6611464713013905	1	1	0	Inf	IMFOIEKC_03602:baiA_4	3.868334	baiA	1	0.746394583646842	1
baiA_2~~~baiA_1~~~fabG_11~~~fabG2_5	2	IMFOIEKC_01451	891	0.36808040315691687	2	2	1	2	IMFOIEKC_01451:baiA_1	1.567227	baiA	1	0.535636856302217	1
baiB	3	IMFOIEKC_02663	1497	0.3665545285017039	6	3	3	1	IMFOIEKC_02663:baiB	2.890554	baiB	1	0.5353938247624517	1
baiE	2	IMFOIEKC_04270	480	0.153236757498863	2	2	0	Inf	IMFOIEKC_04270:baiE	4.547827	baiE	1	0.3363567424741533	1
bauC	3	IMFOIEKC_03839	1521	0.375858287098971	5	3	2	1.5	IMFOIEKC_03839:bauC	4.117939	bauC	1	0.5380133155930775	1
bbsG_1~~~bbsG_3~~~bbsG_2	3	IMFOIEKC_00759	1227	0.2614818444677426	6	3	4	0.75	IMFOIEKC_00759:bbsG_2	0.747186	bbsG	1	0.4589679085215387	1
bbsG_2~~~bbsG_3	3	IMFOIEKC_00205	1284	0.283529817868496	3	3	2	1.5	IMFOIEKC_00205:bbsG_1	0.20409	bbsG	1	0.4779069443430478	1
bbsG_3~~~bbsG_1	4	IMFOIEKC_04523	1350	0.13360634589217443	5	4	3	1.3333333333333333	IMFOIEKC_04523:bbsG_3	4.822691	bbsG	1	0.314266380909049	1
bbsG_4~~~bbsG_3~~~caiA_8~~~caiA_6	1	IMFOIEKC_04471	1245	0.8341101017028002	2	1	1	1	IMFOIEKC_04471:caiA_6	4.770106	caiA	1	0.85194913822658	1
bcp	3	IMFOIEKC_02639	495	0.035897395919643145	2	3	0	Inf	IMFOIEKC_02639:bcp	2.857433	bcp	1	0.15415339501187358	1
betA_1~~~betA_2~~~betA_3	3	IMFOIEKC_03897	1341	0.3057230307024154	6	3	3	1	IMFOIEKC_03897:betA_1	4.167598	betA	1	0.4951896160195341	1
betA_2	5	IMFOIEKC_04396	1233	0.03491595137385676	6	5	2	2.5	IMFOIEKC_04396:betA_2	4.692813	betA	1	0.1511745586955996	1
betB_4~~~styD_2	3	IMFOIEKC_02296	1407	0.3314927365185306	3	3	2	1.5	IMFOIEKC_02296:styD_2	2.465443	styD	1	0.5139925879139993	1
betI_11~~~betI_4	3	IMFOIEKC_03582	687	0.07870511219210974	3	3	0	Inf	IMFOIEKC_03582:betI_5	3.850739	betI	1	0.2422641734663378	1
betI_2	2	IMFOIEKC_04190	663	0.24829997259330297	2	2	0	Inf	IMFOIEKC_04190:betI_6	4.460494	betI	1	0.4481575581917629	1
betI_3	1	IMFOIEKC_04335	648	0.6074180039020903	2	1	1	1	IMFOIEKC_04335:betI_8	4.618998	betI	1	0.7132961031378459	1
betI_6	2	IMFOIEKC_02987	1290	0.5551705834685665	2	2	1	2	IMFOIEKC_02987:betI_4	3.252005	betI	1	0.6740746067384136	1
betI_6~~~betI_8	3	IMFOIEKC_02920	603	0.05802085451886876	3	3	0	Inf	IMFOIEKC_02920:betI_3	3.174718	betI	1	0.19878449287334166	1
betI_9	4	IMFOIEKC_04269	621	0.013264550441752196	4	4	1	4	IMFOIEKC_04269:betI_7	4.547202	betI	1	0.09459245020905639	1
bioA_1~~~bioA	3	IMFOIEKC_01243	1317	0.29636629675223214	3	3	1	3	IMFOIEKC_01243:bioA	1.293816	bioA	1	0.4895946369827231	1
bioB	5	IMFOIEKC_01253	1038	0.018470107011850673	5	5	1	5	IMFOIEKC_01253:bioB	1.30521	bioB	1	0.11132786356476608	1
bioD	2	IMFOIEKC_01245	708	0.27218112765983143	3	2	2	1	IMFOIEKC_01245:bioD	1.29626	bioD	1	0.46473722664128864	1
bioF1_2~~~bioF1	3	IMFOIEKC_01244	1146	0.2305766576336154	5	3	4	0.75	IMFOIEKC_01244:bioF1	1.295137	bioF1	1	0.4315326117611319	1
birA~~~birA_2	2	IMFOIEKC_03676	825	0.3339024326704571	2	2	0	Inf	IMFOIEKC_03676:birA	3.94596	birA	1	0.5139925879139993	1
bkdA	3	IMFOIEKC_02617	1092	0.21037219124046116	3	3	2	1.5	IMFOIEKC_02617:bkdA	2.834181	bkdA	1	0.41083838091073954	1
bkdB	3	IMFOIEKC_02616	1056	0.19713044445811514	5	3	3	1	IMFOIEKC_02616:bkdB	2.833122	bkdB	1	0.39620322889156995	1
bkdC	4	IMFOIEKC_02615	1167	0.09079351086065035	4	4	3	1.3333333333333333	IMFOIEKC_02615:bkdC	2.831959	bkdC	1	0.26197515220245476	1
blaI	2	IMFOIEKC_01536	420	0.12388926203339534	2	2	0	Inf	IMFOIEKC_01536:blaI	1.665976	blaI	1	0.30190595274223003	1
bluB_1	2	IMFOIEKC_03322	651	0.24193914705257674	5	2	3	0.6666666666666666	IMFOIEKC_03322:bluB_1	3.595972	bluB	1	0.442359985837983	1
bluB_1~~~bluB_2	5	IMFOIEKC_04275	660	0.0029799404346872167	6	5	1	5	IMFOIEKC_04275:bluB_2	4.550578	bluB	1	0.04714355005071221	1
bphA	2	IMFOIEKC_00947	1362	0.5845072488080086	4	2	2	1	IMFOIEKC_00947:bphA	0.936441	bphA	1	0.6983953177569534	1
bphE	2	IMFOIEKC_00946	525	0.17602993147937437	1	2	0	Inf	IMFOIEKC_00946:bphE	0.935932	bphE	1	0.36832074839985307	1
bphF	1	IMFOIEKC_04448	753	0.6626101131335589	2	1	1	1	IMFOIEKC_04448:bphF	4.749983	bphF	1	0.746976779898776	1
bpoA2	1	IMFOIEKC_04521	837	0.7011223732394987	1	1	0	Inf	IMFOIEKC_04521:bpoA2	4.821248	bpoA2	1	0.7652138921228877	1
bpoC_1	2	IMFOIEKC_00479	756	0.2976171280946734	5	2	4	0.5	IMFOIEKC_00479:bpoC_1	0.481163	bpoC	1	0.4896081355711955	1
bpoC_2	2	IMFOIEKC_04011	786	0.31344721483049415	4	2	3	0.6666666666666666	IMFOIEKC_04011:bpoC_2	4.289659	bpoC	1	0.5015155437287907	1
btuD_1~~~btuD_2~~~btuD	6	IMFOIEKC_02314	2313	0.12167308968429935	8	6	5	1.2	IMFOIEKC_02314:btuD_2	2.48506	btuD	1	0.3000888722104159	1
btuD_2~~~nrtC_1	2	IMFOIEKC_01063	738	0.2880901099140681	3	2	1	2	IMFOIEKC_01063:nrtC	1.052185	nrtC	1	0.4816457992190742	1
btuD_5~~~ftsE	1	IMFOIEKC_00687	690	0.6305028851982951	1	1	0	Inf	IMFOIEKC_00687:ftsE	0.686291	ftsE	1	0.7247793924671868	1
btuR	2	IMFOIEKC_02013	615	0.22290819055541078	3	2	1	2	IMFOIEKC_02013:btuR	2.1654	btuR	1	0.4222395532636146	1
caeA_1~~~caeA	6	IMFOIEKC_02181	1557	0.027194560356456	10	6	8	0.75	IMFOIEKC_02181:caeA	2.340109	caeA	1	0.13370869814387584	1
caeB	1	IMFOIEKC_02180	1569	0.8960594213343698	5	1	4	0.25	IMFOIEKC_02180:caeB	2.33839	caeB	1	0.9023576025705858	1
caiA_3~~~caiA_4	7	IMFOIEKC_00247	1770	0.01574673669404733	8	7	4	1.75	IMFOIEKC_00247:caiA_1	0.247936	caiA	1	0.10297451049717259	1
caiA_4	4	IMFOIEKC_00515	945	0.04970099273302844	4	4	0	Inf	IMFOIEKC_00515:caiA_3	0.516736	caiA	1	0.18473765223408684	1
caiA_7~~~caiA_3	3	IMFOIEKC_02702	1194	0.24881844125494448	2	3	1	3	IMFOIEKC_02702:caiA_5	2.936778	caiA	1	0.4481575581917629	1
caiA_8	4	IMFOIEKC_00672	1392	0.14442078202686578	5	4	2	2	IMFOIEKC_00672:caiA_4	0.670925	caiA	1	0.3256182438831766	1
caiC	4	IMFOIEKC_02651	1566	0.19249228850017758	5	4	5	0.8	IMFOIEKC_02651:caiC	2.876972	caiC	1	0.3909379467477833	1
